Name,Mileage,Dealer Name,Rating,Review Count,Price
2021 Honda Passport Sport,"7,726 mi.",Gary Force Honda,n/a,31 ,"$36,246"
2020 Acura TLX ,"33,677 mi.",Zimbrick Acura,n/a,5 ,"$27,990"
2019 Chevrolet Suburban Premier,"73,745 mi.",Bill Fox Chevrolet,4.1,680 ,"$48,276"
2021 Honda CR-V EX,"5,650 mi.",Honda Mall of Georgia,4.9,"1,152 ","$32,480"
2021 Toyota 4Runner TRD Off Road,"39,659 mi.",Steve's Hometown Toyota,4.0,146 ,"$44,987"
2019 Volvo S60 T6 R-Design,"31,256 mi.",Fields Volvo Cars of Northfield,4.9,482 ,"$36,000"
2021 Jeep Grand Cherokee Trailhawk,"24,480 mi.",Chapman Chrysler Jeep,4.1,885 ,"$42,920"
2021 Chevrolet Colorado ZR2,"27,750 mi.",Van Bortel Chevrolet,3.9,246 ,"$42,990"
2022 Acura ILX Premium and A-SPEC Packages,"6,801 mi.",Ed Martin Acura,4.7,446 ,"$31,265"
2020 Honda Pilot ,"26,932 mi.",DELLA Honda of Plattsburgh,4.9,556 ,"$31,999"
2020 BMW X3 M Competition,"20,748 mi.",Sewell BMW of Grapevine,3.7,63 ,"$63,986"
2021 Jeep Cherokee Latitude Lux,"15,904 mi.",Liberty Auto City,4.7,662 ,"$31,477"
2020 Nissan Frontier SV,"55,267 mi.",Tri-State Nissan,4.6,722 ,"$31,500"
2021 Dodge Challenger R/T Scat Pack,"4,621 mi.",Bolles Motors,4.7,536 ,"$49,987"
2019 Ford F-150 XL,"41,522 mi.",Midway Ford of Miami,4.7,811 ,"$31,521"
2022 Honda Insight Touring,"56,740 mi.",John Hinderer Honda,4.7,"5,325 ","$29,403"
2017 Porsche Cayenne Platinum Edition,"74,924 mi.",Porsche Austin,3.5,150 ,"$40,780"
2021 Honda Passport ,"24,214 mi.",Harrisonburg Honda,n/a,306 ,"$36,997"
2020 Jeep Gladiator Rubicon,"37,525 mi.",Peters Chrysler Dodge Jeep RAM Fiat,3.8,57 ,"$58,031"
2020 Porsche Taycan 4S,"5,690 mi.",Porsche South Bay,4.2,236 ,"$123,998"
2020 Porsche Taycan Turbo S,"6,560 mi.",Porsche Riverside,4.9,"3,042 ","$161,981"
2020 Porsche Taycan Turbo S,"8,817 mi.",Rusnak/Pasadena Porsche,2.9,387 ,"$169,900"
2021 Porsche Taycan Base,"4,688 mi.",Porsche Riverside,4.9,"3,042 ","$99,981"
2022 Porsche Taycan GTS,"8,698 mi.",Porsche Irvine,4.8,494 ,"$161,998"
2021 Porsche Taycan Turbo,"7,508 mi.",Beverly Hills Porsche,4.3,86 ,"$169,991"
2020 Porsche Taycan Turbo,"20,509 mi.",Porsche Riverside,4.9,"3,042 ","$136,981"
2019 Toyota 4Runner SR5,"63,150 mi.",Zeigler Toyota of Racine,3.6,"1,205 ","$35,490"
2022 Nissan Altima 2.5 SL,112 mi.,Gerald Nissan of North Aurora,n/a,886 ,"$30,658"
2020 Toyota Prius LE,"6,351 mi.",Longo Toyota of Prosper,4.9,934 ,"$28,991"
2021 Toyota 4Runner Venture,"41,133 mi.",Sunrise Toyota North,n/a,17 ,"$47,883"
2020 Volvo XC60 T5 Momentum,"18,374 mi.",Volvo Cars Tucson,4.0,322 ,"$35,690"
2020 Volvo XC60 T5 Momentum,"37,298 mi.",Volvo Cars Tucson,4.0,322 ,"$35,890"
2019 INFINITI QX80 Luxe,"33,261 mi.",INFINITI of Gwinnett,4.8,"2,404 ","$49,988"
2020 Subaru BRZ Limited,"18,338 mi.",Berman Subaru of Chicago,4.6,745 ,"$30,551"
2020 Dodge Durango SXT,"31,032 mi.",Bonham Chrysler Jeep Dodge Ram,4.5,"1,244 ","$27,994"
2021 Kia Seltos SX,"34,640 mi.",Kia of Wesley Chapel,4.9,"3,515 ","$26,345"
2021 Ford Ranger Lariat,"5,358 mi.",LaFontaine Ford Lincoln,3.9,41 ,"$43,850"
2021 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology R-Line,"10,247 mi.",Larry Roesch Volkswagen,4.3,141 ,"$41,887"
2020 BMW 330 i xDrive,"28,372 mi.",Baron BMW MINI,4.6,"1,509 ","$34,944"
2021 Toyota Venza LE,"19,998 mi.",Pinehurst Toyota/Hyundai,2.7,413 ,"$33,645"
2020 Buick Envision Essence,"27,882 mi.",Rick Hendrick Chevrolet Buick GMC,4.7,490 ,"$29,377"
2017 Chevrolet Volt LT,"21,869 mi.",Chevrolet of Bend,3.2,452 ,"$27,995"
2020 Toyota Sequoia Platinum,"39,272 mi.",Green's Toyota of Lexington,4.3,73 ,"$59,988"
2017 Chevrolet Camaro 2SS,"10,861 mi.",Marquardt of Barrington Buick-GMC,4.6,641 ,"$44,305"
2018 Ford Edge SEL,"64,274 mi.",Phil Long Ford of Chapel Hills,3.5,525 ,"$27,995"
2021 Chevrolet Tahoe High Country,"32,629 mi.",Stingray Chevrolet,4.6,"6,235 ","$77,000"
2022 Volvo XC40 T5 AWD R-Design,"2,193 mi.",Mitchell Volvo Cars of Simsbury,n/a,185 ,"$42,433"
2018 Chevrolet Corvette Z06,"13,284 mi.",Cole Krum Chevrolet,2.3,115 ,"$87,997"
2021 Acura RDX Technology Package,"49,788 mi.",Lindsay Acura,3.4,283 ,"$38,575"
2017 Toyota Avalon Limited,"26,714 mi.",Kings Toyota,3.4,527 ,"$29,602"
2019 INFINITI QX80 Luxe,"26,388 mi.",Faulkner INFINITI of Mechanicsburg,4.2,18 ,"$47,911"
2022 Volvo XC90 T6 Momentum 7 Passenger,"9,937 mi.",Lindsay Volvo Cars,4.7,427 ,"$58,994"
2014 Bentley Flying Spur ,"24,139 mi.","Bespoke Motor Group - Bentley, Rolls-Royce & Lamborghini Long Island",n/a,17 ,"$97,900"
2018 Bentley Flying Spur W12,"13,784 mi.","Bespoke Motor Group - Bentley, Rolls-Royce & Lamborghini Long Island",n/a,17 ,"$148,800"
2020 Bentley Flying Spur W12,"4,080 mi.","Bespoke Motor Group - Bentley, Rolls-Royce & Lamborghini Long Island",n/a,17 ,"$239,900"
2021 Ford Explorer XLT,"23,592 mi.",Rochester Ford,3.3,285 ,"$38,998"
2021 Volvo XC90 T6 Inscription 6 Passenger,"20,987 mi.",Fields Volvo Cars of Northfield,4.9,482 ,"$56,911"
2020 Toyota Tundra SR5,"20,925 mi.",Stone Mountain Toyota,3.6,955 ,"$45,959"
2020 BMW X7 xDrive40i,"18,185 mi.",Perillo BMW,4.7,616 ,"$63,998"
2020 Toyota Tacoma TRD Off Road,"6,583 mi.",Wilson Toyota of Ames,4.6,"3,375 ","$45,995"
2022 Ford F-250 Lariat,"2,273 mi.",Phil Long Ford of Chapel Hills,3.5,525 ,"$82,777"
2021 Volkswagen Jetta 1.4T SEL,"18,539 mi.",Nucar Volkswagen of Norwood,4.0,424 ,"$24,700"
2020 Ford Fusion SEL,"4,750 mi.",Cutter Ford,4.4,885 ,"$29,867"
2020 Ford Fusion SEL,"6,350 mi.",Cutter Ford,4.4,885 ,"$29,687"
2018 Honda Accord LX,"32,080 mi.",Troy Honda,4.9,563 ,"$23,990"
2019 Toyota Prius LE,"30,524 mi.",Serra Toyota,4.8,"3,106 ","$29,000"
2021 Chevrolet Traverse LT Cloth,"51,320 mi.",Pinegar Chevrolet,4.7,293 ,"$38,595"
2020 Ford Escape SEL,"41,121 mi.",Marcotte Ford,4.8,789 ,"$25,495"
2019 Ford F-250 Lariat,"55,220 mi.",Rod Baker Ford,4.3,"1,292 ","$53,987"
2021 Dodge Durango SXT,"12,493 mi.",Lake Wales CDJR,4.3,202 ,"$32,998"
2022 Volkswagen Atlas Cross Sport 3.6L V6 SEL,"7,589 mi.",Suntrup Volkswagen,4.9,"1,245 ","$44,017"
2018 Toyota Tundra Platinum,"34,264 mi.",Toyota of Turnersville,4.8,796 ,"$42,989"
2020 Chevrolet Camaro 2SS,"19,689 mi.",Sunrise Chevrolet of Glendale Heights,4.8,"3,158 ","$43,486"
2021 Toyota Sienna XSE 7 Passenger,"35,217 mi.",Dan Deery Toyota,4.6,945 ,"$50,406"
2022 Ford Maverick XLT,"5,569 mi.",Cutter Ford,4.4,885 ,"$43,697"
2018 Volkswagen Tiguan 2.0T SE,"71,721 mi.",Southwest Volkswagen,n/a,0 ,"$23,498"
2020 Dodge Durango SXT,"7,802 mi.",Wilde Chrysler Dodge Jeep Ram,4.7,949 ,"$34,943"
2019 Nissan Maxima 3.5 Platinum,"36,497 mi.",Moyer Nissan,4.6,"2,538 ","$31,970"
2020 Nissan Leaf S PLUS,"20,561 mi.",George Harte Nissan,n/a,35 ,"$30,997"
2021 Honda Passport EX-L,"32,494 mi.",McCarthy Honda,3.4,93 ,"$34,000"
2018 Porsche 911 Carrera,"18,159 mi.",Porsche of The Main Line,5.0,352 ,"$99,790"
2020 Nissan Armada SL,"68,587 mi.",Milford Nissan,4.8,647 ,"$30,499"
2021 Volkswagen Tiguan 2.0T S,"21,448 mi.",Three County Volkswagen,4.6,"1,719 ","$25,995"
2022 Toyota Tundra Hybrid Capstone,"1,027 mi.",Toyota of Lincolnwood,3.4,660 ,"$89,588"
2020 Ford Expedition Limited,"22,772 mi.",Stivers Ford Lincoln,2.9,384 ,"$61,998"
2015 Porsche Cayman GTS,"8,954 mi.",Jack Daniels Porsche,4.5,592 ,"$68,000"
2020 Cadillac Escalade ESV Premium Luxury,"33,508 mi.",Sewell Cadillac Grapevine,2.8,77 ,"$68,995"
2021 GMC Acadia SLT,"5,215 mi.",Imperial Chevrolet,4.7,"1,733 ","$42,977"
2018 Toyota Tundra SR5,"44,724 mi.",Toyota of Laredo,n/a,13 ,"$32,995"
2022 Porsche 718 Spyder Base,484 mi.,Porsche West Broward,4.4,310 ,"$146,870"
2021 Ford Expedition Platinum,"15,455 mi.",Huntley Ford,2.9,"1,225 ","$65,965"
2019 Toyota Highlander SE,"42,729 mi.",Kerry Toyota,4.7,"1,057 ","$37,940"
2022 Honda Pilot Special Edition,"9,561 mi.",Floyd Traylor Honda,2.7,98 ,"$42,500"
2020 Acura RDX Technology Package,"52,016 mi.",Columbia Acura,n/a,40 ,"$36,350"
2022 Toyota Venza LE,"3,593 mi.",McGee Toyota of Claremont,4.7,911 ,"$39,097"
2020 Kia Telluride LX,"25,635 mi.",Arapahoe Kia,2.0,179 ,"$36,499"
2021 Porsche Cayenne S Coupe AWD,"6,362 mi.",Porsche Minneapolis,4.6,317 ,"$99,990"
2019 Ford Edge Titanium,"44,763 mi.",Bill Kay Ford,4.2,"1,408 ","$29,100"
2021 RAM 1500 Classic Warlock,"28,898 mi.",Bluebonnet Chrysler Dodge RAM,4.9,360 ,"$35,995"
2021 MINI SE Hardtop Cooper,"15,148 mi.",Sewell BMW MINI of Plano,4.6,"1,068 ","$33,307"
2019 Ford Explorer Limited,"38,070 mi.",Village Ford,4.6,"1,279 ","$31,980"
2020 RAM 1500 Big Horn,"35,550 mi.",Key Chrysler Dodge Jeep RAM of Rochester,4.6,299 ,"$38,995"
2019 GMC Sierra 1500 SLT,"38,564 mi.",Lake Chevrolet,4.9,184 ,"$49,500"
2022 Subaru Legacy Touring XT,"4,774 mi.",Falcone Volkswagen Subaru,4.9,"1,963 ","$36,990"
2021 Ford Mustang GT Premium,"11,648 mi.",Gary Crossley Ford,4.1,"1,039 ","$41,000"
2019 Volvo XC60 T5 Inscription,"5,294 mi.",Volvo Cars Santa Monica,n/a,0 ,"$41,867"
2020 GMC Yukon XL SLT Standard Edition,"47,124 mi.",Regal Chevrolet Kia Lakeland,4.6,"4,386 ","$47,993"
2018 GMC Sierra 1500 SLT,"43,816 mi.",Symdon Motors,4.9,896 ,"$42,409"
2021 Chevrolet Camaro ZL1,"12,134 mi.",Cavender Auto Country Chevrolet Buick GMC,4.1,10 ,"$71,982"
2018 Chevrolet Silverado 2500 WT,"64,220 mi.",Diehl of Grove City - Buick Cadillac Chevrolet Chrysler Dodge Jeep RAM,n/a,3 ,"$35,187"
2019 BMW 330 i xDrive,"25,271 mi.",BMW of North Haven,4.6,"1,925 ","$35,995"
2021 Toyota RAV4 XLE,"19,785 mi.",Smart Motors,4.7,847 ,"$34,000"
2017 Porsche 718 Boxster Base,"37,067 mi.",Porsche of Destin,4.5,22 ,"$57,345"
2022 RAM 2500 Big Horn,"1,960 mi.",Marshall Chrysler Jeep Dodge Ram,n/a,166 ,"$61,995"
2021 Volkswagen Tiguan 2.0T S,"18,091 mi.",Larry Roesch Volkswagen,4.3,141 ,"$25,994"
2021 Jeep Wrangler Unlimited 4xe Unlimited Rubicon,"13,453 mi.",Shaker's Chrysler Dodge Jeep Ram,4.2,"1,168 ","$53,891"
2021 Volvo XC90 T6 Inscription 6 Passenger,"15,532 mi.",Dean Team Volvo Cars of Saint Louis,4.7,955 ,"$60,995"
2018 Volkswagen Golf SportWagen TSI S,"30,000 mi.",Coachella Valley Volkswagen,2.4,134 ,"$20,000"
2019 Ford F-350 LARIAT,"69,855 mi.",Covert Ford,2.5,883 ,"$64,975"
2021 Honda CR-V EX,"10,160 mi.",Victory Honda Of Jackson,3.1,104 ,"$30,995"
2020 Ford Fusion Hybrid SE,"5,313 mi.",Joe Rizza Ford,4.5,"3,178 ","$29,290"
2018 Porsche Panamera 4S,"48,658 mi.",Napleton Porsche of Westmont,4.8,776 ,"$73,000"
2019 Toyota Avalon XLE,"17,200 mi.",Claremont Toyota,4.5,"3,343 ","$30,988"
2021 RAM 1500 Big Horn,"5,714 mi.",Don Vance Chrysler Dodge Jeep Ram,3.9,68 ,"$42,475"
2020 Acura MDX 3.5L,"36,812 mi.",White Bear Subaru,4.7,"6,045 ","$37,495"
2022 Chevrolet Colorado WT,"6,755 mi.",Apple Chevrolet,4.6,647 ,"$34,999"
2021 Volkswagen Golf 1.4T TSI,"17,001 mi.",Bommarito Volkswagen Hazelwood,4.7,"1,751 ","$24,995"
2019 Buick Enclave Essence,"64,105 mi.",Jake Sweeney Buick GMC,2.2,138 ,"$29,998"
2021 Toyota 4Runner SR5,"14,886 mi.",Gresham Toyota,4.1,"1,060 ","$45,396"
2021 RAM 1500 Big Horn,"16,577 mi.",Elk Grove Dodge Chrysler Jeep RAM,4.7,"1,578 ","$44,955"
2019 Chevrolet Silverado 1500 RST,"39,956 mi.",Ray Chevrolet,4.8,"4,728 ","$38,994"
2020 Jeep Grand Cherokee Summit,"26,983 mi.",Premier Chrysler Dodge Jeep RAM Cape Cod,n/a,109 ,"$47,975"
2021 Dodge Challenger R/T,"45,894 mi.",Victorville Motors,4.8,80 ,"$31,900"
2022 Kia K5 GT-Line,"16,517 mi.",Crown Kia Mitsubishi,4.9,"3,108 ","$28,994"
2019 Honda Civic Type R Touring,"21,905 mi.",Honda of New Rochelle,4.8,"3,112 ","$40,856"
2019 BMW M850 i xDrive,"16,146 mi.",BMW of Fairfax,4.7,"1,803 ","$74,999"
2019 Porsche 911 Carrera,"32,200 mi.",Mercedes-Benz Porsche of Melbourne,4.1,176 ,"$96,995"
2021 Nissan Titan Platinum Reserve,"31,873 mi.",Mathews Nissan,3.6,343 ,"$50,000"
2020 Nissan Titan Platinum Reserve,"45,794 mi.",Mathews Nissan,3.6,343 ,"$41,400"
2017 Nissan Titan SV,"66,477 mi.",Mathews Nissan,3.6,343 ,"$30,300"
2021 Kia Seltos EX,"31,856 mi.",Napoli Kia,4.6,"1,070 ","$30,781"
2021 Chevrolet Silverado 1500 LT Trail Boss,"8,980 mi.",Chevrolet of Bend,3.2,452 ,"$52,995"
2022 Jeep Wrangler Unlimited 4xe Unlimited Sahara,221 mi.,Zappone Chrysler Jeep Dodge,n/a,3 ,"$53,724"
2019 Subaru Ascent Premium 7-Passenger,"63,754 mi.",Subaru of Jacksonville,4.9,"6,512 ","$26,663"
2020 Acura RDX Base (A10),"29,295 mi.",Acura of Boston,4.8,619 ,"$35,995"
2021 Cadillac XT6 Premium Luxury FWD,"26,011 mi.",Baker Buick GMC Cadillac,4.9,204 ,"$52,235"
2019 Cadillac XT4 Sport,"25,324 mi.",Colonial Cadillac,4.8,"1,125 ","$38,457"
2021 Ford Expedition Max Platinum,"17,404 mi.",Earnhardt Ford,4.6,585 ,"$67,877"
2020 BMW X5 xDrive40i,"11,146 mi.",BMW of Schererville,4.7,451 ,"$56,980"
2020 GMC Acadia SLT,"44,206 mi.",Banks Chevy GMC Buick,4.7,"1,391 ","$35,987"
2020 Subaru Forester Sport,"41,558 mi.",Bob Rohrman Subaru,4.6,"1,519 ","$28,900"
2021 Volkswagen Arteon 2.0T SEL R-Line,"7,262 mi.","Autohaus Lancaster, Inc.",5.0,403 ,"$36,500"
2020 Jeep Cherokee Latitude Plus,"15,091 mi.",Diehl of Robinson - Chrysler Dodge Jeep RAM,n/a,69 ,"$31,566"
2019 Cadillac XT5 Luxury,"40,204 mi.",Jake Sweeney Buick GMC,2.2,138 ,"$31,998"
2021 Volkswagen Atlas 2.0T SE,"34,041 mi.",Kuhn Volkswagen,4.6,"1,191 ","$32,650"
2019 Toyota Tundra Limited,"41,445 mi.",Roseville Toyota,4.4,"3,868 ","$44,977"
2022 Volvo S60 Recharge Plug-In Hybrid eAWD R Design Expression,"5,934 mi.",Lehman Volvo Cars of York,5.0,44 ,"$49,975"
2020 INFINITI QX50 ESSENTIAL,"32,723 mi.",Kelly INFINITI,4.8,"1,076 ","$38,995"
2018 Subaru WRX Limited,"46,853 mi.",Austin Subaru,4.8,"1,007 ","$29,888"
2020 Chevrolet Colorado ZR2,"22,490 mi.",Van Chevrolet Cadillac,2.4,582 ,"$38,555"
2020 Jeep Grand Cherokee Trailhawk,"19,691 mi.",Lithia Chrysler Jeep Dodge of Great Falls,4.8,595 ,"$42,299"
2016 Ford Taurus Limited,"74,451 mi.",Dundee Ford,4.4,248 ,"$17,495"
2019 Jeep Wrangler Sport,"36,903 mi.",Bill Estes Chrysler Dodge Jeep Ram,2.0,53 ,"$32,991"
2022 GMC Sierra 2500 Denali,"3,386 mi.",Beck & Masten North,4.1,"1,269 ","$85,659"
2019 Toyota C-HR LE,"28,463 mi.",Sansone Rt 1 Auto Mall,4.8,"2,342 ","$22,959"
2020 Nissan Rogue SL,"23,712 mi.",#1 Cochran Nissan Cranberry,3.8,130 ,"$26,000"
2021 Jeep Grand Cherokee Overland,"18,993 mi.",Premier Chrysler Dodge Jeep RAM Cape Cod,n/a,109 ,"$45,575"
2022 Cadillac Escalade ESV Premium Luxury,121 mi.,Cadillac of Naperville,4.3,219 ,"$112,995"
2022 Cadillac Escalade ESV Premium Luxury,"12,220 mi.",Rizza Cadillac Buick GMC,4.6,"3,437 ","$109,950"
2021 Kia Seltos SX TURBO,"14,718 mi.",Garvey VW Kia,n/a,0 ,"$35,875"
2020 RAM 1500 Laramie,"62,083 mi.",Town & Country Jeep Chrysler Dodge Ram,4.7,"3,203 ","$33,495"
2020 Chevrolet Traverse LT Leather,"13,750 mi.",Dellen Chevrolet Buick GMC,4.8,"1,331 ","$39,820"
2016 Ferrari California T,"7,922 mi.",Lake Forest Sports Cars,n/a,6 ,"$174,900"
2021 Chrysler Pacifica Hybrid Pinnacle,"48,010 mi.",Van Horn Chrysler Dodge Jeep Ram of Manitowoc,4.9,993 ,"$45,379"
2021 BMW 530 i xDrive,"20,034 mi.",Bill Jacobs BMW,4.9,"3,543 ","$46,977"
2022 INFINITI QX55 LUXE,"13,531 mi.",INFINITI of Syracuse,4.8,29 ,"$45,990"
2021 Chevrolet Trailblazer LT,"21,528 mi.",Moran Chevrolet,4.3,174 ,"$25,888"
2021 Toyota Highlander XSE,"12,551 mi.",Oxmoor Toyota,4.1,629 ,"$44,992"
2019 Dodge Journey SE,"28,602 mi.",South Pointe Chrysler Jeep Dodge Ram,4.1,874 ,"$19,400"
2018 BMW 330e iPerformance,"12,530 mi.",BMW of Chattanooga,4.7,259 ,"$33,497"
2019 Ford F-150 XLT,"29,565 mi.","Willrodt Ford, Inc.",n/a,4 ,"$42,689"
2022 Cadillac XT6 Premium Luxury AWD,"4,342 mi.",Cadillac of Naperville,4.3,219 ,"$63,395"
2020 Cadillac XT6 Premium Luxury FWD,"36,541 mi.",Cadillac of Naperville,4.3,219 ,"$46,295"
2020 Cadillac XT6 Premium Luxury AWD,"21,243 mi.",Rizza Cadillac Buick GMC,4.6,"3,437 ","$46,950"
2022 Cadillac XT6 Premium Luxury FWD,115 mi.,Motor Werks Cadillac,4.9,729 ,"$57,323"
2020 Chevrolet Suburban Premier,"24,746 mi.",Mac Haik Chevrolet,4.8,"1,124 ","$60,993"
2020 Porsche Macan Turbo,"19,262 mi.",Manhattan Motorcars Inc.,4.8,362 ,"$83,500"
2019 Honda HR-V EX,"26,467 mi.",Brown Honda,4.7,394 ,"$25,999"
2021 Ford Expedition Max Limited,"12,707 mi.",Wayne Akers Ford,4.5,"1,723 ","$67,840"
2021 Ford Expedition Max Platinum,"24,060 mi.",Wayne Akers Ford,4.5,"1,723 ","$70,888"
2022 Ford Maverick XLT,"5,192 mi.",Pacifico Ford,4.7,"4,455 ","$36,599"
2020 Ford F-150 XLT,"11,282 mi.",Carman Ford-Lincoln,4.8,"1,335 ","$47,130"
2021 Cadillac Escalade Premium Luxury Platinum,"49,368 mi.",Sewell Cadillac Grapevine,2.8,77 ,"$96,977"
2020 Chevrolet Silverado 1500 Custom,"36,285 mi.",East Hills Chevrolet of Freeport,4.3,"1,585 ","$35,995"
2021 Jeep Gladiator Sport,"12,741 mi.",Premier Chrysler Jeep Dodge Ram Buena Park,4.1,399 ,"$41,500"
2021 RAM 1500 Laramie,"14,290 mi.",Town & Country Jeep Chrysler Dodge Ram,4.7,"3,203 ","$49,695"
2020 Chevrolet Silverado 1500 Base,"33,170 mi.",Castle Chevrolet Buick GMC McHenry,4.7,"2,515 ","$37,833"
2022 BMW X7 M50i,"13,286 mi.",Husker Auto Group,n/a,21 ,"$93,998"
2017 Toyota Highlander Hybrid Limited,"32,903 mi.",Michael's Toyota of Bellevue,n/a,2 ,"$42,996"
2021 Honda Pilot EX-L,"23,067 mi.",Victory Honda of San Bruno,1.1,70 ,"$35,988"
2022 Ford Maverick XLT,"9,228 mi.",Miracle Ford,4.7,691 ,"$41,800"
2020 Volvo XC60 T5 Momentum,"31,851 mi.",Volvo Cars South Bay,n/a,6 ,"$36,229"
2021 Acura TLX Advance,"8,860 mi.",Piazza Acura of West Chester,4.7,"1,504 ","$42,550"
2021 Ford F-150 Lariat,"21,919 mi.",Lake Ford,4.5,"4,177 ","$57,454"
2020 Acura RDX Technology Package,"20,301 mi.",Santa Barbara Auto Group,n/a,37 ,"$36,995"
2021 RAM 1500 Longhorn,"28,815 mi.",Tempe Dodge Chrysler Jeep RAM,4.9,"2,197 ","$55,000"
2018 Cadillac CT6 3.6L Luxury,"41,094 mi.",Brandon Auto Mall Alfa Romeo,4.9,521 ,"$36,595"
2021 Honda CR-V Hybrid EX-L,"24,134 mi.",Lindsay Honda,3.5,816 ,"$36,456"
2020 RAM 1500 Laramie,"49,559 mi.",Ken Garff West Valley Chrysler Jeep Dodge Ram Fiat,4.1,670 ,"$42,935"
2017 Nissan Titan PRO-4X,"71,227 mi.",Nissan of Queens,4.3,600 ,"$24,900"
2019 Toyota Tundra SR5,"79,017 mi.",Toyota of Longview,3.4,507 ,"$32,856"
2017 Porsche 911 Carrera 4S,"30,250 mi.",Porsche Downtown LA,4.4,72 ,"$105,898"
2021 INFINITI QX80 SENSORY,"10,035 mi.",Sawgrass INFINITI,4.1,420 ,"$68,798"
2021 Jeep Grand Cherokee Limited,"17,656 mi.",Ewald Chrysler Jeep Dodge RAM,4.3,439 ,"$40,618"
2019 BMW 330 i xDrive,"25,145 mi.",Schomp BMW,4.8,"1,840 ","$35,491"
2019 BMW M5 ,"8,666 mi.",Perillo BMW,4.7,616 ,"$81,999"
2020 Volvo XC40 T5 R-Design,"22,228 mi.",Lovering Volvo Cars Meredith,5.0,101 ,"$38,486"
2021 Cadillac Escalade Sport,"17,659 mi.",Elco Chevrolet & Cadillac,4.9,"2,024 ","$95,990"
2022 Chevrolet Camaro LT1,"5,286 mi.",Classic Chevrolet,2.5,203 ,"$42,500"
2018 Ford F-250 Lariat,"92,395 mi.",D'Orazio Ford,3.6,166 ,"$49,900"
2019 INFINITI Q50 2.0t PURE,"2,486 mi.",Zimbrick Honda,n/a,382 ,"$28,822"
2019 Toyota Tundra Limited,"37,951 mi.",Joseph Toyota of Cincinnati,4.7,"1,246 ","$42,899"
2020 Toyota Tundra SR5,"25,900 mi.",Performance Toyota,3.6,"1,004 ","$43,333"
2019 Nissan Armada Platinum,"45,911 mi.",Rockaway Nissan,1.3,180 ,"$38,995"
2022 Honda Ridgeline RTL-E,"1,825 mi.",Flow Honda,3.6,627 ,"$44,499"
2021 BMW M850 Gran Coupe i xDrive,"8,818 mi.",Perillo BMW,4.7,616 ,"$86,999"
2017 Ford Transit Connect XL,"97,592 mi.",Jarrett Scott Ford,4.3,433 ,"$25,500"
2019 Chevrolet Blazer 2LT,"31,706 mi.",Branine Chevrolet Buick,n/a,177 ,"$34,500"
2021 Ford F-150 XL,"9,214 mi.",Bayer Ford,n/a,65 ,"$54,980"
2019 Nissan Armada Platinum,"40,946 mi.",East Charlotte Nissan,4.5,719 ,"$43,750"
2022 Jeep Grand Cherokee L Limited,"1,805 mi.",Wabash Valley Chrysler LLC,n/a,89 ,"$48,000"
2020 Ford F-150 XLT,"52,117 mi.",Helfman Ford - Stafford,4.7,248 ,"$34,844"
2016 Nissan Rogue S,"61,222 mi.",Action Nissan,3.8,377 ,"$16,631"
2021 RAM 3500 Laramie,"35,165 mi.",Olathe Dodge Chrysler Jeep RAM,4.7,"4,637 ","$76,999"
2019 INFINITI QX80 Luxe,"42,830 mi.",Modern INFINITI of Winston Salem,5.0,312 ,"$44,999"
2021 RAM 1500 Big Horn,"15,711 mi.",Ken Ganley Chrysler Dodge Jeep Ram London,4.7,58 ,"$38,488"
2021 Honda Odyssey EX-L,"14,129 mi.",Honda of the Avenues,4.8,"2,924 ","$39,915"
2020 Toyota Camry LE,"22,439 mi.",Capital Toyota,4.7,"1,049 ","$29,950"
2019 BMW X5 xDrive40i,"33,217 mi.",BMW Fresno,4.8,322 ,"$47,999"
2020 Jeep Wrangler Unlimited Sport,"51,184 mi.",Brewbaker Dodge Chrysler Jeep,4.5,308 ,"$35,492"
2021 Volvo V90 Cross Country T6,"28,941 mi.",Alan Byer Volvo Cars,4.3,158 ,"$52,973"
2021 RAM 1500 Big Horn/Lone Star,"18,522 mi.",McKinney Dodge Ram Chrysler Jeep,4.4,"1,119 ","$45,500"
2021 Toyota Tundra SR5,"37,667 mi.",Toyota Town of Stockton,4.9,"1,420 ","$36,900"
2020 Volkswagen Atlas Cross Sport 3.6L V6 SEL,"19,485 mi.",Volkswagen of Milwaukee North,n/a,35 ,"$39,992"
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,"17,788 mi.",Hall Volkswagen Mazda,4.7,604 ,"$46,991"
2021 Volkswagen Jetta 1.4T S,"34,491 mi.",Napleton Autowerks Missouri,4.0,334 ,"$20,995"
2020 Honda CR-V Hybrid EX,"3,733 mi.",Holman Honda of Ft. Lauderdale,4.6,"2,110 ","$33,900"
2021 Jeep Gladiator Rubicon,"9,876 mi.",Athens Dodge Chrysler Jeep RAM,n/a,53 ,"$49,900"
2019 BMW X7 xDrive40i,"46,128 mi.",Sewell BMW MINI of Plano,4.6,"1,068 ","$60,999"
2020 Porsche Macan Turbo,"8,587 mi.",Porsche Englewood,4.1,254 ,"$88,788"
2022 Ford Mustang Mach-E GT,"4,739 mi.",John Kennedy Ford Feasterville,n/a,160 ,"$70,406"
2019 Nissan Maxima 3.5 SV,"31,620 mi.",Cavender Nissan Rockwall,3.6,13 ,"$27,249"
